gene_type	gene_name
snRNA	RNU11
protein_coding	GMEB1
scaRNA	ENSG00000252777
lncRNA	ENSG00000289291
protein_coding	YTHDF2
protein_coding	OPRD1
lncRNA	ENSG00000233427
protein_coding	EPB41
processed_pseudogene	ENSG00000225616
misc_RNA	Metazoa_SRP
protein_coding	TMEM200B
lncRNA	ENSG00000225750
protein_coding	SRSF4
misc_RNA	ENSG00000277916
protein_coding	MECR
lncRNA	ENSG00000237934
protein_coding	PTPRU
lncRNA	LINC01756
unprocessed_pseudogene	ENSG00000225011
lncRNA	ENSG00000228176
lncRNA	ENSG00000284676
processed_pseudogene	ENSG00000270927
lncRNA	LINC01648
lncRNA	ENSG00000233372
processed_pseudogene	ENSG00000231251
lncRNA	ENSG00000236335
lncRNA	ENSG00000231949
protein_coding	ENSG00000289710
protein_coding	MATN1
lncRNA	MATN1-AS1
lncRNA	ENSG00000287510
protein_coding	LAPTM5
miRNA	MIR4420
lncRNA	ENSG00000229607
lncRNA	LINC01778
misc_RNA	RN7SKP91
lncRNA	ENSG00000235143
protein_coding	SDC3
misc_RNA	RN7SL371P
protein_coding	PUM1
processed_pseudogene	ENSG00000237329
processed_pseudogene	ENSG00000232768
processed_pseudogene	SELENOWP1
processed_pseudogene	ENSG00000225142
protein_coding	NKAIN1
protein_coding	SNRNP40
processed_pseudogene	ENSG00000229447
protein_coding	ZCCHC17
lncRNA	ENSG00000229044
protein_coding	FABP3
protein_coding	SERINC2
processed_pseudogene	ENSG00000215899
snRNA	RNU6-40P
transcribed_unitary_pseudogene	LDC1P
lncRNA	LINC01226
lncRNA	ENSG00000229167
protein_coding	TINAGL1
protein_coding	HCRTR1
protein_coding	PEF1
lncRNA	PEF1-AS1
lncRNA	ENSG00000264078
protein_coding	COL16A1
protein_coding	ADGRB2
miRNA	MIR4254
lncRNA	ENSG00000254545
protein_coding	SPOCD1
lncRNA	ENSG00000203620
lncRNA	ENSG00000269967
protein_coding	PTP4A2
protein_coding	ENSG00000288678
lncRNA	ENSG00000228634
lncRNA	ENSG00000284702
protein_coding	KHDRBS1
lncRNA	ENSG00000203325
protein_coding	TMEM39B
miRNA	MIR5585
protein_coding	KPNA6
lncRNA	ENSG00000250135
protein_coding	TXLNA
protein_coding	CCDC28B
lncRNA	ENSG00000224066
protein_coding	IQCC
protein_coding	DCDC2B
protein_coding	TMEM234
protein_coding	EIF3I
transcribed_unprocessed_pseudogene	MTMR9LP
protein_coding	FAM167B
protein_coding	LCK
protein_coding	HDAC1
protein_coding	MARCKSL1
lncRNA	ENSG00000233775
protein_coding	TSSK3
protein_coding	FAM229A
protein_coding	BSDC1
processed_pseudogene	GAPDHP20
processed_pseudogene	ENSG00000270850
unprocessed_pseudogene	LRRC37A12P
misc_RNA	RN7SL122P
protein_coding	ENSG00000254553
protein_coding	ZBTB8B
protein_coding	ZBTB8A
protein_coding	ZBTB8OS
protein_coding	RBBP4
protein_coding	SYNC
lncRNA	ENSG00000224409
protein_coding	KIAA1522
protein_coding	YARS1
protein_coding	S100PBP
protein_coding	FNDC5
protein_coding	HPCA
protein_coding	TMEM54
lncRNA	ENSG00000287691
protein_coding	RNF19B
TEC	ENSG00000278966
processed_pseudogene	ENSG00000217644
unprocessed_pseudogene	ENSG00000239670
lncRNA	ENSG00000236065
protein_coding	AK2
protein_coding	AZIN2
TEC	ENSG00000278997
protein_coding	TRIM62
TEC	ENSG00000279179
lncRNA	ENSG00000284721
protein_coding	ZNF362
lncRNA	ENSG00000270115
protein_coding	A3GALT2
lncRNA	ENSG00000225313
protein_coding	PHC2
miRNA	MIR3605
misc_RNA	RN7SKP16
lncRNA	PHC2-AS1
unitary_pseudogene	TLR12P
protein_coding	ZSCAN20
processed_pseudogene	ENSG00000235907
protein_coding	CSMD2
processed_pseudogene	HSPD1P14
protein_coding	HMGB4
lncRNA	CSMD2-AS1
rRNA_pseudogene	RNA5SP42
protein_coding	C1orf94
processed_pseudogene	ENSG00000270241
lncRNA	ENSG00000287703
miRNA	MIR552
protein_coding	SMIM12
protein_coding	GJB5
protein_coding	GJB4
lncRNA	ENSG00000255811
protein_coding	GJB3
protein_coding	GJA4
lncRNA	ENSG00000230163
protein_coding	DLGAP3
protein_coding	ENSG00000284773
transcribed_unitary_pseudogene	GPR199P
protein_coding	ENSG00000271741
protein_coding	TMEM35B
protein_coding	ZMYM6
protein_coding	ZMYM1
processed_pseudogene	RPL12P45
processed_pseudogene	EFCAB14P1
lncRNA	ENSG00000284640
protein_coding	SFPQ
protein_coding	ZMYM4
misc_RNA	RN7SL503P
snoRNA	SNORA62
processed_pseudogene	RPL5P4
lncRNA	ZMYM4-AS1
protein_coding	KIAA0319L
processed_pseudogene	ENSG00000236274
protein_coding	NCDN
lncRNA	TFAP2E-AS1
protein_coding	TFAP2E
protein_coding	PSMB2
protein_coding	C1orf216
protein_coding	CLSPN
lncRNA	ENSG00000232335
protein_coding	AGO4
protein_coding	AGO1
processed_pseudogene	CFAP97P1
lncRNA	ENSG00000286899
lncRNA	ENSG00000271914
protein_coding	AGO3
lncRNA	ENSG00000271554
transcribed_processed_pseudogene	ENSG00000232862
protein_coding	TEKT2
protein_coding	ADPRS
protein_coding	COL8A2
protein_coding	TRAPPC3
protein_coding	MAP7D1
misc_RNA	RN7SL131P
protein_coding	THRAP3
processed_pseudogene	UBE2V2P4
protein_coding	SH3D21
protein_coding	EVA1B
lncRNA	ENSG00000286379
protein_coding	STK40
protein_coding	LSM10
snRNA	RNU4-27P
protein_coding	OSCP1
snoRNA	SNORA63C
protein_coding	MRPS15
protein_coding	CSF3R
processed_pseudogene	FTLP18
lncRNA	ENSG00000284705
lncRNA	ENSG00000284720
lncRNA	ENSG00000234481
protein_coding	GRIK3
lncRNA	ENSG00000284650
lncRNA	ENSG00000223944
miRNA	MIR4255
snRNA	RNU6-636P
rRNA_pseudogene	RNA5SP43
processed_pseudogene	RPS29P6
lncRNA	ZC3H12A-DT
protein_coding	ZC3H12A
miRNA	MIR6732
protein_coding	MEAF6
miRNA	MIR5581
protein_coding	SNIP1
processed_pseudogene	FTH1P1
processed_pseudogene	ENSG00000237749
protein_coding	DNALI1
protein_coding	GNL2
lncRNA	ENSG00000284748
protein_coding	RSPO1
protein_coding	C1orf109
protein_coding	CDCA8
protein_coding	EPHA10
processed_pseudogene	ACTN4P2
processed_pseudogene	ENSG00000227416
protein_coding	MANEAL
lncRNA	ENSG00000233728
protein_coding	YRDC
protein_coding	C1orf122
protein_coding	MTF1
processed_pseudogene	ENSG00000235673
lncRNA	ENSG00000230955
protein_coding	INPP5B
snoRNA	SNORA63
snRNA	RNU6-584P
protein_coding	SF3A3
snRNA	RNU6-510P
protein_coding	FHL3
protein_coding	UTP11
protein_coding	POU3F1
lncRNA	MIR3659HG
processed_pseudogene	ENSG00000223589
miRNA	MIR3659
lncRNA	LINC02786
lncRNA	ENSG00000286552
lncRNA	ENSG00000287987
lncRNA	LINC01343
processed_pseudogene	ENSG00000275350
snRNA	RNU6-753P
lncRNA	LINC01685
processed_pseudogene	HSPA5P1
lncRNA	ENSG00000284632
protein_coding	RRAGC
lncRNA	ENSG00000273637
lncRNA	RRAGC-DT
protein_coding	MYCBP
protein_coding	ENSG00000274944
protein_coding	GJA9
protein_coding	RHBDL2
snRNA	RNU6-605P
processed_pseudogene	EIF1P2
protein_coding	AKIRIN1
protein_coding	NDUFS5
protein_coding	MACF1
snRNA	RNU6-608P
rRNA_pseudogene	RNA5SP44
lncRNA	ENSG00000287422
lncRNA	ENSG00000226438
processed_pseudogene	HSPE1P8
protein_coding	BMP8A
unprocessed_pseudogene	OXCT2P1
transcribed_unprocessed_pseudogene	PPIEL
protein_coding	PABPC4
lncRNA	PABPC4-AS1
snoRNA	SNORA55
protein_coding	HEYL
lncRNA	ENSG00000225903
protein_coding	NT5C1A
protein_coding	HPCAL4
protein_coding	PPIE
processed_pseudogene	ENSG00000225333
snRNA	RNU7-121P
transcribed_unprocessed_pseudogene	ENSG00000289711
protein_coding	BMP8B
protein_coding	OXCT2
lncRNA	BMP8B-AS1
lncRNA	ENSG00000261798
unprocessed_pseudogene	ENSG00000229213
lncRNA	ENSG00000284719
lncRNA	LINC02811
protein_coding	TRIT1
protein_coding	MYCL
lncRNA	MYCL-AS1
protein_coding	MFSD2A
processed_pseudogene	ENSG00000228477
protein_coding	CAP1
protein_coding	PPT1
processed_pseudogene	OAZ1P1
protein_coding	RLF
snRNA	RNU6-1237P
protein_coding	TMCO2
lncRNA	ZMPSTE24-DT
protein_coding	ZMPSTE24
processed_pseudogene	ENSG00000231296
protein_coding	COL9A2
processed_pseudogene	ENSG00000227311
protein_coding	SMAP2
processed_pseudogene	ENSG00000213172
lncRNA	ENSG00000284677
protein_coding	ZFP69B
lncRNA	ENSG00000260920
TEC	ENSG00000279667
protein_coding	ZFP69
lncRNA	EXO5-DT
protein_coding	EXO5
lncRNA	ENSG00000227278
lncRNA	ENSG00000238186
protein_coding	ZNF684
lncRNA	ENSG00000286838
unprocessed_pseudogene	ENSG00000236505
processed_pseudogene	GTF2F2P2
protein_coding	RIMS3
lncRNA	ENSG00000287743
lncRNA	ENSG00000237899
lncRNA	NFYC-AS1
protein_coding	NFYC
miRNA	MIR30E
miRNA	MIR30C1
protein_coding	KCNQ4
misc_RNA	RN7SL326P
protein_coding	CITED4
lncRNA	ENSG00000229528
unprocessed_pseudogene	ENSG00000228940
lncRNA	ENSG00000286668
processed_pseudogene	UBE2V1P8
protein_coding	CTPS1
lncRNA	SLFNL1-AS1
protein_coding	SLFNL1
protein_coding	SCMH1
processed_pseudogene	RPL23AP17
lncRNA	ENSG00000287400
lncRNA	SCMH1-DT
processed_pseudogene	ENSG00000213987
transcribed_unprocessed_pseudogene	ENSG00000286640
protein_coding	FOXO6
lncRNA	FOXO6-AS1
rRNA_pseudogene	RNA5SP45
protein_coding	EDN2
protein_coding	HIVEP3
lncRNA	ENSG00000230881
processed_pseudogene	ENSG00000230638
protein_coding	ENSG00000284895
lncRNA	ENSG00000287587
processed_pseudogene	HNRNPFP1
processed_pseudogene	ENSG00000228776
protein_coding	GUCA2B
protein_coding	GUCA2A
protein_coding	FOXJ3
lncRNA	ENSG00000227527
protein_coding	RIMKLA
processed_pseudogene	ENSG00000235002
protein_coding	ZMYND12
protein_coding	PPCS
protein_coding	CCDC30
processed_pseudogene	RPS3AP11
processed_pseudogene	TMSB4XP1
snRNA	RNU6-536P
processed_pseudogene	ENSG00000236180
protein_coding	PPIH
lncRNA	ENSG00000285728
lncRNA	ENSG00000234917
protein_coding	YBX1
protein_coding	CLDN19
protein_coding	P3H1
protein_coding	C1orf50
protein_coding	ENSG00000283580
lncRNA	ENSG00000228452
protein_coding	TMEM269
protein_coding	SVBP
protein_coding	ERMAP
lncRNA	ZNF691-DT
protein_coding	ZNF691
processed_pseudogene	ENSG00000233708
processed_pseudogene	MKRN8P
processed_pseudogene	ATP6V1E1P1
lncRNA	ENSG00000288955
protein_coding	SLC2A1
processed_pseudogene	ATP6V0CP4
lncRNA	SLC2A1-DT
lncRNA	ENSG00000283973
snRNA	RNU6-880P
processed_pseudogene	ENSG00000277513
protein_coding	FAM183A
protein_coding	EBNA1BP2
miRNA	MIR6733
protein_coding	CFAP57
rRNA_pseudogene	RNA5SP46
protein_coding	TMEM125
protein_coding	C1orf210
protein_coding	TIE1
protein_coding	MPL
lncRNA	ENSG00000287113
lncRNA	CDC20-DT
protein_coding	CDC20
protein_coding	ELOVL1
miRNA	MIR6734
lncRNA	ENSG00000288772
protein_coding	MED8
lncRNA	MED8-AS1
protein_coding	SZT2
lncRNA	SZT2-AS1
miRNA	MIR6735
protein_coding	HYI
lncRNA	HYI-AS1
protein_coding	PTPRF
protein_coding	KDM4A
protein_coding	ENSG00000284989
lncRNA	KDM4A-AS1
protein_coding	ST3GAL3
lncRNA	ST3GAL3-AS1
processed_pseudogene	ENSG00000233674
miRNA	MIR6079
processed_pseudogene	SHMT1P1
protein_coding	ARTN
lncRNA	LINC02918
lncRNA	ENSG00000288573
protein_coding	IPO13
lncRNA	ENSG00000285649
protein_coding	DPH2
protein_coding	ATP6V0B
protein_coding	B4GALT2
protein_coding	CCDC24
protein_coding	SLC6A9
lncRNA	ENSG00000230615
processed_pseudogene	ENSG00000227163
processed_pseudogene	KRT8P47
misc_RNA	RN7SL479P
protein_coding	KLF17
processed_pseudogene	ENSG00000233514
protein_coding	KLF18
processed_pseudogene	ENSG00000226804
processed_pseudogene	OOSP1P1
processed_pseudogene	ENSG00000227994
processed_pseudogene	ENSG00000271329
protein_coding	DMAP1
protein_coding	ERI3
lncRNA	ERI3-IT1
snRNA	RNU6-369P
protein_coding	RNF220
miRNA	MIR5584
protein_coding	TMEM53
protein_coding	ARMH1
snRNA	RNU5F-1
snRNA	RNU5D-1
protein_coding	KIF2C
lncRNA	ENSG00000225721
protein_coding	RPS8
snoRNA	SNORD55
snoRNA	SNORD46
snoRNA	SNORD38A
snoRNA	SNORD38B
processed_pseudogene	RPS15AP11
protein_coding	BEST4
protein_coding	PLK3
protein_coding	DYNLT4
protein_coding	BTBD19
protein_coding	PTCH2
snRNA	RNU5E-6P
processed_pseudogene	ENSG00000226499
protein_coding	EIF2B3
rRNA_pseudogene	RNA5SP47
processed_pseudogene	CCNB1IP1P1
processed_pseudogene	PPIAP35
processed_pseudogene	MRPS17P1
protein_coding	HECTD3
protein_coding	UROD
protein_coding	ZSWIM5
processed_pseudogene	OSTCP5
lncRNA	LINC01144
protein_coding	HPDL
protein_coding	MUTYH
protein_coding	ENSG00000288208
protein_coding	TOE1
protein_coding	TESK2
processed_pseudogene	PPIAP36
protein_coding	CCDC163
protein_coding	MMACHC
protein_coding	PRDX1
unprocessed_pseudogene	HMGB1P48
protein_coding	AKR1A1
pseudogene	ENSG00000281133
pseudogene	ENSG00000280836
lncRNA	ENSG00000289407
protein_coding	NASP
pseudogene	ENSG00000281112
pseudogene	ENSG00000281825
protein_coding	CCDC17
protein_coding	GPBP1L1
processed_pseudogene	RPS15AP10
processed_pseudogene	ENSG00000234329
protein_coding	TMEM69
protein_coding	IPP
lncRNA	ENSG00000230896
processed_pseudogene	ENSG00000236111
protein_coding	MAST2
processed_pseudogene	TMA16P2
protein_coding	PIK3R3
protein_coding	P3R3URF-PIK3R3
lncRNA	ENSG00000226957
processed_pseudogene	ENSG00000233114
lncRNA	ENSG00000227857
protein_coding	TSPAN1
protein_coding	P3R3URF
protein_coding	POMGNT1
protein_coding	LURAP1
protein_coding	RAD54L
protein_coding	LRRC41
protein_coding	UQCRH
protein_coding	NSUN4
processed_pseudogene	ENSG00000225779
protein_coding	FAAH
transcribed_unprocessed_pseudogene	FAAHP1
lncRNA	LINC01398
protein_coding	DMBX1
protein_coding	TMEM275
lncRNA	MKNK1-AS1
protein_coding	KNCN
protein_coding	MKNK1
protein_coding	MOB3C
protein_coding	ATPAF1
processed_pseudogene	NENFP1
protein_coding	TEX38
lncRNA	EFCAB14-AS1
protein_coding	EFCAB14
processed_pseudogene	ENSG00000236476
protein_coding	CYP4B1
transcribed_unprocessed_pseudogene	CYP4Z2P
processed_pseudogene	TUBAP8
protein_coding	CYP4A11
unprocessed_pseudogene	CYP4A26P
unprocessed_pseudogene	CYP4A43P
unprocessed_pseudogene	CYP4A27P
unprocessed_pseudogene	CYP4A44P
protein_coding	CYP4X1
protein_coding	CYP4Z1
processed_pseudogene	TUBAP9
lncRNA	CYP4A22-AS1
protein_coding	CYP4A22
transcribed_processed_pseudogene	MTND1P34
lncRNA	LINC00853
protein_coding	PDZK1IP1
protein_coding	TAL1
lncRNA	ENSG00000226252
protein_coding	STIL
protein_coding	CMPK1
lncRNA	LINC01389
protein_coding	FOXE3
lncRNA	FOXD2-AS1
protein_coding	FOXD2
processed_pseudogene	ENSG00000271355
processed_pseudogene	RPL21P24
processed_pseudogene	ATP6V0E1P4
lncRNA	LINC01738
protein_coding	TRABD2B
lncRNA	ENSG00000223814
lncRNA	ENSG00000225028
lncRNA	LINC02794
lncRNA	ENSG00000231413
processed_pseudogene	CYP46A4P
transcribed_unprocessed_pseudogene	SKINT1L
TEC	ENSG00000279096
lncRNA	ENSG00000223720
protein_coding	SLC5A9
lncRNA	ENSG00000272491
TEC	ENSG00000279214
protein_coding	SPATA6
processed_pseudogene	PPP1R8P1
snRNA	RNU6-723P
processed_pseudogene	ENSG00000235105
snRNA	RNU4-61P
processed_pseudogene	ENSG00000232514
protein_coding	AGBL4
lncRNA	ENSG00000287661
protein_coding	BEND5
lncRNA	ENSG00000286597
lncRNA	ENSG00000229846
lncRNA	AGBL4-AS1
lncRNA	AGBL4-IT1
processed_pseudogene	ENSG00000237478
unprocessed_pseudogene	ZNF859P
TEC	ENSG00000279324
processed_pseudogene	MTND2P29
protein_coding	ELAVL4
processed_pseudogene	ENSG00000230828
lncRNA	ELAVL4-AS1
lncRNA	ENSG00000233407
lncRNA	LINC02808
lncRNA	ENSG00000284645
processed_pseudogene	ENSG00000234080
processed_pseudogene	HMGB1P45
processed_pseudogene	FCF1P6
protein_coding	DMRTA2
lncRNA	ENSG00000284700
protein_coding	FAF1
lncRNA	FAF1-AS1
snRNA	RNU6-1026P
processed_pseudogene	PHBP12
processed_pseudogene	MRPS6P2
protein_coding	CDKN2C
miRNA	MIR4421
miRNA	MIR6500
protein_coding	C1orf185
processed_pseudogene	CFL1P2
lncRNA	LINC01562
protein_coding	RNF11
processed_pseudogene	ENSG00000233406
lncRNA	ENSG00000236434
protein_coding	TTC39A
lncRNA	TTC39A-AS1
protein_coding	EPS15
processed_pseudogene	ENSG00000232027
snRNA	RNU6-877P
lncRNA	ENSG00000238140
lncRNA	EPS15-AS1
snRNA	RNU6-1281P
transcribed_unitary_pseudogene	CALR4P
protein_coding	OSBPL9
processed_pseudogene	GAPDHP51
processed_pseudogene	SLC25A6P3
snoRNA	ENSG00000212624
protein_coding	NRDC
lncRNA	ENSG00000266993
lncRNA	ENSG00000272175
miRNA	MIR761
processed_pseudogene	TSEN15P2
protein_coding	RAB3B
rRNA_pseudogene	RNA5SP48
processed_pseudogene	ENSG00000229032
misc_RNA	RN7SL290P
protein_coding	TXNDC12
protein_coding	ENSG00000285839
protein_coding	KTI12
lncRNA	ENSG00000223390
lncRNA	TXNDC12-AS1
protein_coding	BTF3L4
protein_coding	ZFYVE9
misc_RNA	RN7SL788P
processed_pseudogene	ENSG00000228407
processed_pseudogene	ENSG00000223429
processed_pseudogene	PDCL3P6
processed_pseudogene	ENSG00000236004
processed_pseudogene	DNAJC19P7
processed_pseudogene	ANAPC10P1
protein_coding	CC2D1B
lncRNA	ENSG00000272100
lncRNA	ENSG00000287078
processed_pseudogene	PLA2G12AP1
protein_coding	ORC1
protein_coding	PRPF38A
protein_coding	TUT4
lncRNA	ENSG00000272371
processed_pseudogene	EEF1GP7
protein_coding	GPX7
protein_coding	SHISAL2A
protein_coding	COA7
processed_pseudogene	NDUFS5P3
misc_RNA	RN7SL62P
protein_coding	ZYG11B
snRNA	RNU2-30P
processed_pseudogene	RPS13P2
snRNA	RNU6-969P
protein_coding	ZYG11A
lncRNA	ENSG00000242391
protein_coding	ECHDC2
processed_pseudogene	ENSG00000230953
processed_pseudogene	ENSG00000231866
protein_coding	SCP2
miRNA	ENSG00000264834
miRNA	ENSG00000266188
miRNA	ENSG00000265815
processed_pseudogene	H3P2
processed_pseudogene	RRAS2P1
processed_pseudogene	TUBBP10
protein_coding	PODN
lncRNA	ENSG00000232993
processed_pseudogene	HIGD1AP11
protein_coding	SLC1A7
lncRNA	ENSG00000235563
unprocessed_pseudogene	ENSG00000277397
protein_coding	CPT2
lncRNA	ENSG00000236723
protein_coding	CZIB
lncRNA	CZIB-DT
protein_coding	MAGOH
lncRNA	MAGOH-DT
protein_coding	LRP8
lncRNA	ENSG00000234578
lncRNA	ENSG00000228838
lncRNA	ENSG00000232762
lncRNA	LRP8-DT
lncRNA	ENSG00000285954
lncRNA	ENSG00000226938
lncRNA	LINC02812
transcribed_processed_pseudogene	SLC25A3P1
processed_pseudogene	ENSG00000288527
protein_coding	DMRTB1
protein_coding	GLIS1
snRNA	RNU7-95P
protein_coding	NDC1
snoRNA	ENSG00000201003
processed_pseudogene	ENSG00000229687
protein_coding	YIPF1
protein_coding	DIO1
protein_coding	HSPB11
protein_coding	LRRC42
processed_pseudogene	HNRNPA3P12
protein_coding	LDLRAD1
protein_coding	TMEM59
TEC	ENSG00000280378
protein_coding	TCEANC2
miRNA	MIR4781
processed_pseudogene	ENSG00000225183
pseudogene	ENSG00000279049
protein_coding	ENSG00000256407
protein_coding	CDCP2
lncRNA	ENSG00000280425
protein_coding	CYB5RL
protein_coding	MRPL37
protein_coding	SSBP3
lncRNA	SSBP3-AS1
lncRNA	ENSG00000225632
lncRNA	ENSG00000232245
lncRNA	ENSG00000287582
lncRNA	LINC02784
processed_pseudogene	ENSG00000237173
processed_pseudogene	HNRNPA1P63
protein_coding	ACOT11
protein_coding	FAM151A
lncRNA	ENSG00000230728
protein_coding	MROH7
protein_coding	MROH7-TTC4
protein_coding	TTC4
protein_coding	PARS2
protein_coding	TTC22
lncRNA	ENSG00000237453
protein_coding	LEXM
protein_coding	DHCR24
lncRNA	ENSG00000287724
lncRNA	ENSG00000242396
lncRNA	DHCR24-DT
lncRNA	ENSG00000284601
protein_coding	TMEM61
lncRNA	ENSG00000233271
protein_coding	BSND
protein_coding	PCSK9
protein_coding	USP24
lncRNA	MIR4422HG
processed_pseudogene	GYG1P3
miRNA	MIR4422
lncRNA	ENSG00000234810
processed_pseudogene	GOT2P1
processed_pseudogene	MTCO2P34
misc_RNA	RN7SKP291
snRNA	RNU6-830P
lncRNA	LINC01755
lncRNA	LINC01753
transcribed_unprocessed_pseudogene	PIGQP1
lncRNA	ENSG00000235612
lncRNA	ENSG00000260971
protein_coding	ENSG00000284686
processed_pseudogene	RPSAP20
lncRNA	LINC01767
protein_coding	PLPP3
processed_pseudogene	RPL21P23
processed_pseudogene	RPL23AP85
processed_pseudogene	ENSG00000225475
protein_coding	PRKAA2
protein_coding	FYB2
lncRNA	ENSG00000229913
protein_coding	C8A
protein_coding	C8B
lncRNA	ENSG00000236341
protein_coding	DAB1
lncRNA	ENSG00000227935
processed_pseudogene	RPS20P5
lncRNA	DAB1-AS1
transcribed_unprocessed_pseudogene	HNRNPA1P6
processed_pseudogene	RPS26P15
lncRNA	ENSG00000235038
unprocessed_pseudogene	ENSG00000230546
processed_pseudogene	ENSG00000233216
protein_coding	OMA1
lncRNA	ENSG00000286918
processed_pseudogene	ENSG00000270209
misc_RNA	RN7SL713P
protein_coding	TACSTD2
processed_pseudogene	ENSG00000185839
protein_coding	MYSM1
lncRNA	ENSG00000283445
protein_coding	JUN
lncRNA	LINC01135
lncRNA	ENSG00000272226
lncRNA	ENSG00000231740
lncRNA	LINC02777
lncRNA	LINC01358
processed_pseudogene	PHBP3
lncRNA	ENSG00000241042
lncRNA	ENSG00000235215
lncRNA	FGGY-DT
lncRNA	ENSG00000270457
protein_coding	FGGY
miRNA	MIR4711
lncRNA	ENSG00000226883
protein_coding	HOOK1
protein_coding	CYP2J2
misc_RNA	RN7SL475P
protein_coding	C1orf87
processed_pseudogene	PGBD4P8
lncRNA	LINC02778
lncRNA	LINC01748
lncRNA	ENSG00000231252
protein_coding	NFIA
lncRNA	NFIA-AS2
lncRNA	NFIA-AS1
lncRNA	ENSG00000284808
lncRNA	ENSG00000287224
processed_pseudogene	ENSG00000223920
protein_coding	TM2D1
lncRNA	PATJ-DT
protein_coding	PATJ
snRNA	RNU6-414P
snRNA	RNU6-1177P
processed_pseudogene	LAMTOR5P1
misc_RNA	RN7SL180P
miRNA	MIR3116-1
miRNA	MIR3116-2
processed_pseudogene	PIGPP2
processed_pseudogene	RPS15AP7
protein_coding	L1TD1
processed_pseudogene	ENSG00000237227
protein_coding	KANK4
snRNA	RNU6-371P
protein_coding	USP1
protein_coding	DOCK7
processed_pseudogene	ENSG00000270549
protein_coding	ANGPTL3
TEC	ENSG00000278967
processed_pseudogene	ENSG00000213703
lncRNA	DOCK7-DT
protein_coding	ATG4C
lncRNA	ENSG00000234318
processed_pseudogene	ENSG00000237163
lncRNA	LINC01739
lncRNA	ENSG00000286455
lncRNA	ENSG00000227485
lncRNA	ENSG00000229225
lncRNA	ENSG00000203605
lncRNA	LINC00466
rRNA_pseudogene	RNA5SP49
lncRNA	ENSG00000228734
processed_pseudogene	RPSAP65
lncRNA	FOXD3-AS1
protein_coding	FOXD3
miRNA	MIR6068
processed_pseudogene	ENSG00000236674
protein_coding	ALG6
protein_coding	ITGB3BP
lncRNA	ENSG00000286429
protein_coding	EFCAB7
misc_RNA	RN7SL488P
snRNA	RNU7-123P
lncRNA	DLEU2L
misc_RNA	ENSG00000276884
misc_RNA	ENSG00000278287
misc_RNA	ENSG00000277565
misc_RNA	ENSG00000275823
misc_RNA	ENSG00000277689
misc_RNA	ENSG00000274199
protein_coding	PGM1
misc_RNA	RN7SL130P
protein_coding	ROR1
processed_pseudogene	ENSG00000177452
processed_pseudogene	CFL1P3
snRNA	RNU6-809P
lncRNA	ROR1-AS1
lncRNA	ENSG00000284928
protein_coding	UBE2U
snRNA	RNU7-62P
protein_coding	CACHD1
miRNA	MIR4794
protein_coding	RAVER2
protein_coding	JAK1
processed_pseudogene	ENSG00000234784
processed_pseudogene	ENSG00000233877
lncRNA	LINC01359
processed_pseudogene	SLC2A3P2
lncRNA	ENSG00000272506
snRNA	RNU6-1176P
miRNA	MIR3671
miRNA	MIR101-1
lncRNA	ENSG00000288804
processed_pseudogene	ENSG00000235804
processed_pseudogene	MRPS21P1
protein_coding	AK4
processed_pseudogene	RPS29P7
protein_coding	DNAJC6
lncRNA	ENSG00000229294
processed_pseudogene	COX6CP13
snRNA	RNU2-15P
protein_coding	LEPROT
protein_coding	LEPR
lncRNA	ENSG00000237852
processed_pseudogene	ENSG00000224570
lncRNA	ENSG00000285079
misc_RNA	RN7SL854P
protein_coding	PDE4B
lncRNA	PDE4B-AS1
snRNA	RNU4-88P
protein_coding	SGIP1
miRNA	MIR3117
lncRNA	ENSG00000248458
protein_coding	DYNLT5
protein_coding	INSL5
protein_coding	DNAI4
lncRNA	ENSG00000231080
protein_coding	MIER1
lncRNA	ENSG00000289394
protein_coding	SLC35D1
protein_coding	C1orf141
snoRNA	ENSG00000252433
lncRNA	ENSG00000275678
protein_coding	IL23R
snRNA	RNU6-586P
snRNA	RNU4ATAC4P
processed_pseudogene	DNAJB6P4
protein_coding	IL12RB2
protein_coding	SERBP1
snRNA	RNU6-387P
